AppOpened,Time,AppOpened
Telephone,1253882779000,Messaging
Messaging,1253883449000,Contacts
Contacts,1253883458000,Telephone
Telephone,1253884305000,MMFControllerProxyServer
MMFControllerProxyServer,1253885564000,akncapserver
akncapserver,1253885570000,Messaging
Messaging,1253885603000,Log
Log,1253885670000,Telephone
Telephone,1253887044000,Calendar
Calendar,1253887292000,Messaging
Messaging,1253887320000,Log
Log,1253887325000,Contacts
Contacts,1253887328000,EPFLscope
EPFLscope,1253887883000,Py_
Py_,1253887964000,EPFLscope
EPFLscope,1253888154000,Py_
Py_,1253888188000,EPFLscope
EPFLscope,1253888221000,Messaging
Messaging,1253888226000,Mail-for-Exchange
Mail-for-Exchange,1253888266000,Messaging
Messaging,1253888453000,Py_
Py_,1253889101000,Messaging
Messaging,1253889105000,Mail-for-Exchange
Mail-for-Exchange,1253889337000,Messaging
Messaging,1253895268000,Telephone
Telephone,1253895276000,MMFControllerProxyServer
MMFControllerProxyServer,1253895400000,akncapserver
akncapserver,1253897977000,EPFLscope
EPFLscope,1253899161000,Py_
Py_,1253899378000,EPFLscope
EPFLscope,1253899906000,Messaging
Messaging,1253899914000,Mail-for-Exchange
Mail-for-Exchange,1253899921000,Messaging
Messaging,1253899923000,Mail-for-Exchange
Mail-for-Exchange,1253899933000,Messaging
Messaging,1253901115000,Py_
Py_,1253901571000,Contacts
Contacts,1253903638000,Calendar
Calendar,1253905281000,Contacts
Contacts,1253905302000,EPFLscope
EPFLscope,1253905692000,Messaging
Messaging,1253905762000,Opera-Mini-5-beta
Opera-Mini-5-beta,1253906982000,Clock
Clock,1253907606000,Messaging
Messaging,1253907610000,Calendar
Calendar,1253907629000,Messaging
Messaging,1253907687000,Web
Web,1253907688000,aknnfysrv
aknnfysrv,1253907706000,Web
Web,1253908191000,EPFLscope
EPFLscope,1253943430000,Messaging
Messaging,1253946650000,akncapserver
akncapserver,1253950318000,Contacts
Contacts,1253951639000,Py_
Py_,1253955433000,Telephone
Telephone,1253956794000,akncapserver
akncapserver,1253956828000,Maps
Maps,1253957363000,Local
Local,1253957505000,Maps
Maps,1253957506000,Local
Local,1253957883000,Maps
Maps,1253957886000,MapsAudioThread
MapsAudioThread,1253957891000,Calculator
Calculator,1253959093000,EPFLscope
EPFLscope,1253959150000,Py_
Py_,1253960814000,EPFLscope
EPFLscope,1253960823000,Messaging
Messaging,1253960860000,EPFLscope
EPFLscope,1253962176000,Py_
Py_,1253966336000,EPFLscope
EPFLscope,1253966350000,Messaging
Messaging,1253972589000,Contacts
Contacts,1253984068000,Telephone
Telephone,1253984105000,EPFLscope
EPFLscope,1253984109000,Contacts
Contacts,1253988120000,Telephone
Telephone,1253989492000,Messaging
Messaging,1253989498000,Contacts
Contacts,1253991117000,Messaging
Messaging,1254047310000,EPFLscope
EPFLscope,1254047417000,Py_
Py_,1254050385000,EPFLscope
EPFLscope,1254050387000,Py_
Py_,1254051781000,EPFLscope
EPFLscope,1254051892000,Py_
Py_,1254064827000,EPFLscope
EPFLscope,1254064830000,Contacts
Contacts,1254065506000,EPFLscope
EPFLscope,1254081439000,WidgetUI
WidgetUI,1254081664000,WidgetUi
WidgetUi,1254081679000,SecureWidgetUI
SecureWidgetUI,1254081743000,Clock
